package,npm_link,version,size_bytes,file_count,nonempty_file_count,dependencies,dev_dependencies
glooit,https://www.npmjs.com/package/glooit,0.6.7,343134651,31,31,"{""commander"": ""^14.0.1"", ""jiti"": ""^2.6.0"", ""package-manager-detector"": ""^1.3.0""}","{""@types/bun"": ""latest"", ""@types/node"": ""^24.5.2"", ""@vitest/coverage-istanbul"": ""3.2.4"", ""@vitest/ui"": ""^3.2.4"", ""bumpp"": ""^10.2.3"", ""oxlint"": ""^1.17.0"", ""vitest"": ""^3.2.4""}"
playscape-linux-x64-baseline,https://www.npmjs.com/package/playscape-linux-x64-baseline,0.0.137,271832330,23,23,{},{}
cordova-admobsdk,https://www.npmjs.com/package/cordova-admobsdk,8.13.0,194729143,634,634,{},{}
cap-creatives-ui,https://www.npmjs.com/package/cap-creatives-ui,8.0.321,142143489,2321,2301,"{""@babel/plugin-proposal-logical-assignment-operators"": ""^7.20.7"", ""@babel/polyfill"": ""7.4.3"", ""@bugsnag/js"": ""^7.2.1"", ""@bugsnag/plugin-react"": ""7.2.1"", ""@capillarytech/cap-react-ui-library"": ""5.0.0"", ""@capillarytech/cap-ui-library"": ""8.13.7"", ""@capillarytech/cap-ui-utils"": ""3.0.4"", ""@capillarytech/vulcan-react-sdk"": ""^2.3.5"", ""@codemirror/autocomplete"": ""^6.19.0"", ""@codemirror/lang-css"": ""^6.3.1"", ""@codemirror/lang-html"": ""^6.4.11"", ""@codemirror/lang-javascript"": ""^6.2.4"", ""@codemirror/language"": ""^6.11.3"", ""@codemirror/language-data"": ""^6.5.1"", ""@codemirror/lint"": ""^6.9.0"", ""@codemirror/search"": ""^6.5.11"", ""@codemirror/state"": ""^6.5.2"", ""@codemirror/theme-one-dark"": ""^6.1.3"", ""@codemirror/view"": ""^6.38.5"", ""@lezer/highlight"": ""^1.2.1"", ""@mailupinc/bee-plugin"": ""^1.2.0"", ""@newrelic/browser-agent"": ""^1.293.0"", ""antd"": ""3.22.0"", ""axios"": ""^0.18.0"", ""babel-cli"": ""^6.26.0"", ""chalk"": ""^2.4.2"", ""cheerio"": ""^1.0.0-rc.3"", ""chevrotain"": ""*"", ""compression"": ""1.7.4"", ""connected-react-router"": ""4.5.0"", ""cross-env"": ""5.2.0"", ""dompurify"": ""^3.2.7"", ""express"": ""4.16.4"", ""flow"": ""^0.2.3"", ""fontfaceobserver"": ""2.0.7"", ""fs"": ""0.0.1-security"", ""fs-extra"": ""^5.0.0"", ""git"": ""^0.1.5"", ""history"": ""4.9.0"", ""html-to-text"": ""^8.2.1"", ""htmlhint"": ""^1.7.1"", ""immutable"": ""3.8.1"", ""intl"": ""1.2.5"", ""invariant"": ""2.2.2"", ""ip"": ""1.1.4"", ""jest-date-mock"": ""^1.0.8"", ""jest-environment-jsdom"": ""27.5.1"", ""jquery"": ""^3.3.1"", ""load-script"": ""^1.0.0"", ""locize"": ""^3.3.0"", ""lodash"": ""4.17.2"", ""minimist"": ""1.2.0"", ""ml-matrix"": ""6.10.8"", ""moment"": ""2.24.0"", ""node-html-parser"": ""^5.4.2-0"", ""normalizr"": ""^3.2.3"", ""papaparse"": ""^5.3.1"", ""pdfjs-dist"": ""2.3.200"", ""pre-push"": ""^0.1.2"", ""prop-types"": ""^15.7.2"", ""react"": ""^18.2.0"", ""react-datepicker"": ""1.8.0"", ""react-dom"": ""^18.2.0"", ""react-dropzone"": ""^11.3.4"", ""react-helmet"": ""^5.0.3"", ""react-intl"": ""2.7.2"", ""react-phone-input-2"": ""^2.15.0"", ""react-redux"": ""5.1.0"", ""react-router"": ""5.0.0"", ""react-router-dom"": ""5.0.0"", ""redux"": ""4.0.1"", ""redux-auth-wrapper"": ""2.1.0"", ""redux-beacon"": ""^0.4.0"", ""redux-immutable"": ""3.0.8"", ""redux-saga"": ""0.16.2"", ""reselect"": ""4.0.0"", ""sanitize.css"": ""4.1.0"", ""save"": ""^2.4.0"", ""semantic-ui-react"": ""2.1.5"", ""source-map-loader"": ""^0.2.4"", ""styled-components"": ""6.1.2"", ""uuid"": ""^8.3.2"", ""webpack-bugsnag-plugins"": ""^1.4.3"", ""whatwg-fetch"": ""3.0.0""}","{""@adobe/css-tools"": ""4.2.0"", ""@babel/cli"": ""7.4.3"", ""@babel/core"": ""^7.9.6"", ""@babel/node"": ""^7.14.7"", ""@babel/plugin-proposal-class-properties"": ""7.4.0"", ""@babel/plugin-proposal-export-default-from"": ""^7.2.0"", ""@babel/plugin-proposal-nullish-coalescing-operator"": ""^7.18.6"", ""@babel/plugin-proposal-optional-chaining"": ""7.14.5"", ""@babel/plugin-syntax-dynamic-import"": ""7.2.0"", ""@babel/plugin-transform-modules-commonjs"": ""7.4.3"", ""@babel/plugin-transform-private-methods"": ""^7.25.4"", ""@babel/plugin-transform-react-constant-elements"": ""7.2.0"", ""@babel/plugin-transform-react-inline-elements"": ""7.2.0"", ""@babel/plugin-transform-runtime"": ""^7.12.10"", ""@babel/preset-env"": ""7.12.11"", ""@babel/preset-react"": ""7.0.0"", ""@babel/register"": ""7.4.0"", ""@cfaester/enzyme-adapter-react-18"": ""^0.8.0"", ""@module-federation/utilities"": ""^3.0.0"", ""@testing-library/jest-dom"": ""^5.16.1"", ""@testing-library/react"": ""^13.4.0"", ""@testing-library/react-hooks"": ""^8.0.1"", ""@testing-library/user-event"": ""^14.2.0"", ""@webpack-cli/serve"": ""^2.0.5"", ""add-asset-html-webpack-plugin"": ""3.1.3"", ""babel-core"": ""7.0.0-bridge.0"", ""babel-eslint"": ""10.0.1"", ""babel-loader"": ""8.0.5"", ""babel-plugin-dynamic-import-node"": ""2.2.0"", ""babel-plugin-import"": ""^1.11.0"", ""babel-plugin-lodash"": ""3.3.4"", ""babel-plugin-react-intl"": ""3.0.1"", ""babel-plugin-require-context-hook"": ""^1.0.0"", ""babel-plugin-styled-components"": ""1.10.0"", ""babel-plugin-transform-react-remove-prop-types"": ""0.4.24"", ""brotli-webpack-plugin"": ""^1.1.0"", ""circular-dependency-plugin"": ""5.2.2"", ""compare-versions"": ""3.4.0"", ""compression-webpack-plugin"": ""2.0.0"", ""coveralls"": ""3.0.3"", ""css-loader"": ""2.1.1"", ""enzyme"": ""3.7.0"", ""enzyme-to-json"": ""3.3.4"", ""esbuild-loader"": ""2.20.0"", ""eslint"": ""5.16.0"", ""eslint-config-airbnb"": ""17.1.0"", ""eslint-config-airbnb-base"": ""13.1.0"", ""eslint-config-prettier"": ""4.1.0"", ""eslint-import-resolver-webpack"": ""0.11.1"", ""eslint-plugin-import"": ""2.17.2"", ""eslint-plugin-jsx-a11y"": ""6.2.1"", ""eslint-plugin-prettier"": ""3.0.1"", ""eslint-plugin-react"": ""7.12.4"", ""eslint-plugin-react-hooks"": ""1.6.0"", ""eslint-plugin-redux-saga"": ""1.0.0"", ""eventsource-polyfill"": ""0.9.6"", ""exports-loader"": ""0.7.0"", ""extract-text-webpack-plugin"": ""^4.0.0-beta.0"", ""file-loader"": ""3.0.1"", ""html-loader"": ""0.5.5"", ""html-webpack-plugin"": ""5.3.2"", ""image-webpack-loader"": ""4.6.0"", ""imports-loader"": ""0.8.0"", ""jest"": ""^27.5.1"", ""jest-dom"": ""3.1.3"", ""jest-snapshot"": ""^26.0.1"", ""jest-sonar-reporter"": ""^2.0.0"", ""jest-styled-components"": ""7.2.0"", ""json-loader"": ""^0.5.7"", ""less"": ""3.10.3"", ""less-loader"": ""^4.1.0"", ""lint-staged"": ""8.1.5"", ""mini-css-extract-plugin"": ""^0.9.0"", ""mockdate"": ""^3.0.5"", ""msw"": ""^0.36.8"", ""ngrok"": ""3.1.1"", ""node-plop"": ""0.18.0"", ""node-sass"": ""^4.13.0"", ""null-loader"": ""0.1.1"", ""os-browserify"": ""^0.3.0"", ""plop"": ""2.3.0"", ""postcss-loader"": ""^6.2.1"", ""pre-commit"": ""1.2.2"", ""progress-bar-webpack-plugin"": ""^2.1.0"", ""react-app-polyfill"": ""0.2.2"", ""react-intl"": ""2.7.2"", ""react-test-renderer"": ""18.0.0"", ""redux-saga-test-plan"": ""^3.7.0"", ""rimraf"": ""2.6.3"", ""sass-loader"": ""^7.1.0"", ""shelljs"": ""^0.8.3"", ""sinon"": ""9.0.0"", ""speed-measure-webpack-plugin"": ""^1.5.0"", ""style-loader"": ""0.23.1"", ""terser-webpack-plugin"": ""1.1.0"", ""thread-loader"": ""^3.0.4"", ""url-loader"": ""1.1.2"", ""webpack"": ""^5.91.0"", ""webpack-bundle-analyzer"": ""^3.0.3"", ""webpack-cli"": ""^5.1.4"", ""webpack-dev-middleware"": ""6.1.1"", ""webpack-hot-middleware"": ""2.24.3"", ""webpack-pwa-manifest"": ""4.0.0"", ""whatwg-fetch"": ""3.0.0""}"
@ktree/react-native-animated-splash,https://www.npmjs.com/package/@ktree/react-native-animated-splash,1.3.7,253817735,2091,2091,{},{}
gecko2d,https://www.npmjs.com/package/gecko2d,0.0.30,171261045,5097,5061,"{""async"": ""^2.5.0"", ""colors"": ""^1.1.2"", ""cross-spawn"": ""^6.0.5"", ""fs-extra"": ""^4.0.2"", ""is-url"": ""^1.2.2"", ""js-yaml"": ""^3.11.0"", ""node-static"": ""^0.7.10"", ""node-watch"": ""^0.5.5"", ""toml"": ""^2.3.3"", ""uglify-js"": ""^3.1.5""}","{""@types/colors"": ""^1.1.3"", ""@types/node"": ""^8.0.46"", ""replace"": ""^0.3.0"", ""ts-loader"": ""^2.3.7"", ""typescript"": ""^2.5.3"", ""webpack"": ""^3.6.0""}"
res-react-intl,https://www.npmjs.com/package/res-react-intl,3.1.2,132694018,14,10,{},{}
nvestproduct,https://www.npmjs.com/package/nvestproduct,0.0.5,150984674,1802,1802,"{""financejs"": ""^4.1.0"", ""immutability-helper"": ""^2.9.0"", ""moment"": ""^2.22.2"", ""radio-button-react-native"": ""^1.1.6"", ""react"": ""^16.6.3"", ""react-device-detect"": ""^1.6.1"", ""react-dom"": ""^16.6.3"", ""react-moment"": ""^0.8.3"", ""numeral"": ""^2.0.6"", ""react-native"": ""0.57.5"", ""react-native-datepicker-dialog"": ""0.0.9"", ""react-native-elements"": ""^0.19.1"", ""react-native-fa-icons"": ""^4.1.0"", ""react-native-html-to-pdf"": ""^0.6.0"", ""react-native-material-dropdown"": ""^0.11.1"", ""react-native-material-textfield"": ""^0.12.0"", ""react-native-fs"": ""^2.12.1"", ""react-native-models"": ""^0.7.9"", ""react-native-pdf"": ""^5.0.11"", ""react-native-permissions"": ""^1.1.1"", ""react-native-popup-dialog"": ""^0.16.6"", ""react-native-responsive"": ""^1.0.2"", ""react-native-simple-toast"": ""0.0.8"", ""react-native-sqlite-storage"": ""^3.3.8"", ""react-native-vector-icons"": ""^4.2.0"", ""react-native-search-filter"": ""^0.1.4"", ""react-navigation"": ""^2.18.2"", ""react-radio-buttons"": ""^1.2.2"", ""react-redux"": ""^5.1.1"", ""redux"": ""^4.0.1"", ""rn-fetch-blob"": ""^0.10.15"", ""rn-textinputlayout"": ""^1.0.5"", ""write-json-file"": ""^3.0.2""}","{""@babel/plugin-proposal-decorators"": ""^7.1.6"", ""babel-jest"": ""23.6.0"", ""jest"": ""23.6.0"", ""metro-react-native-babel-preset"": ""0.49.1"", ""react-test-renderer"": ""16.6.1""}"
phantom-react,https://www.npmjs.com/package/phantom-react,0.1.4,144173146,1565,1561,"{""prop-types"": ""^15.5.10"", ""react"": ""16.13.1"", ""react-native"": ""0.63.4""}",{}
weblive2d,https://www.npmjs.com/package/weblive2d,1.0.12,146209736,2163,2163,{},{}
@zf-web-font/sourcehansanscn,https://www.npmjs.com/package/@zf-web-font/sourcehansanscn,0.2.0,129844884,26,26,{},{}
mypackage-webbuilder,https://www.npmjs.com/package/mypackage-webbuilder,1.0.1,140059488,689,496,"{""material-ui"": ""^0.20.2""}","{""@babel/cli"": ""7.2.0"", ""@babel/core"": ""7.2.0"", ""@babel/plugin-proposal-class-properties"": ""7.2.1"", ""@babel/plugin-transform-modules-commonjs"": ""7.2.0"", ""@babel/preset-env"": ""7.2.0"", ""@babel/preset-react"": ""7.0.0"", ""@babel/preset-typescript"": ""^7.1.0"", ""@material-ui/core"": ""^3.6.1"", ""@material-ui/icons"": ""^3.0.1"", ""@types/jest"": ""^23.3.10"", ""@types/react"": ""16.7.17"", ""@types/react-dom"": ""16.0.11"", ""@types/slate"": ""0.43.6"", ""@types/slate-react"": ""0.20.3"", ""babel-core"": ""7.0.0-bridge.0"", ""babel-eslint"": ""9.0.0"", ""babel-jest"": ""^23.6.0"", ""chokidar-cli"": ""^1.2.0"", ""coveralls"": ""^3.0.2"", ""cross-env"": ""^5.2.0"", ""documentation"": ""9.0.0"", ""enzyme"": ""3.8.0"", ""enzyme-adapter-react-16"": ""1.7.1"", ""gitbook-cli"": ""^2.3.0"", ""husky"": ""^0.14.3"", ""jest"": ""23.6.0"", ""lerna"": ""3.6.0"", ""npm-run-all"": ""4.1.5"", ""postcss-cli"": ""^6.0.0"", ""postcss-import"": ""^12.0.0"", ""postcss-nested"": ""^3.0.0"", ""postcss-preset-env"": ""^5.3.0"", ""prettier"": ""1.15.3"", ""prettier-tslint"": ""0.4.1"", ""pushstate-server"": ""^3.0.0"", ""react"": ""^16.6.3"", ""react-dom"": ""^16.6.3"", ""react-jss"": ""8.6.1"", ""redux"": ""^3.6.0"", ""rimraf"": ""2.6.2"", ""ts-jest"": ""^23.10.5"", ""tslint"": ""^5.11.0"", ""tslint-react"": ""^3.6.0"", ""typescript"": ""^3.2.2"", ""unexpected"": ""^10.38.0""}"
@ex-machina/opencode-darwin-arm64,https://www.npmjs.com/package/@ex-machina/opencode-darwin-arm64,1.3.3001,117639555,2,2,{},{}
manual-markdown,https://www.npmjs.com/package/manual-markdown,1.0.5,170813484,161,161,"{""gitbook-plugin-back-to-top-button"": ""^0.1.4"", ""gitbook-plugin-chapter-fold"": ""0.0.4"", ""gitbook-plugin-favicon"": ""0.0.2"", ""gitbook-plugin-hide-element"": ""0.0.4"", ""gitbook-plugin-lightbox"": ""^1.2.0"", ""gitbook-plugin-prism"": ""^2.4.0"", ""gitbook-plugin-search-pro"": ""^2.0.2"", ""gitbook-plugin-splitter"": ""0.0.8"", ""lodash"": ""^4.17.19"", ""minimist"": ""^0.2.1"", ""prismjs"": ""^1.21.0""}",{}
voluptatesiusto,https://www.npmjs.com/package/voluptatesiusto,1.1.0,168183223,818,817,"{""wsrun"": ""^5.2.4""}","{""prettier"": ""^2.4.1"", ""prettier-plugin-svelte"": ""^2.4.0"", ""typescript"": ""^4.5.5""}"
defcode-darwin-x64-baseline,https://www.npmjs.com/package/defcode-darwin-x64-baseline,0.0.0-ci-202603151920,117610023,2,2,{},{}
uniapp-native-ios-part2,https://www.npmjs.com/package/uniapp-native-ios-part2,1.0.3,154052177,2,2,{},{}
emacsadventures,https://www.npmjs.com/package/emacsadventures,4.0.0,121939363,2,2,{},{}
ephe,https://www.npmjs.com/package/ephe,0.0.0,121257525,155,155,{},{}
mac-hbuilderx-plugin-jre,https://www.npmjs.com/package/mac-hbuilderx-plugin-jre,1.8.0-2021102813,121491744,2,2,{},{}
@kickstartds/ds-agency-premium,https://www.npmjs.com/package/@kickstartds/ds-agency-premium,2.2.1,117302524,1123,1121,"{""@bedrock-layout/primitives"": ""^3.0.23"", ""@bedrock-layout/spacing-constants"": ""^3.2.5"", ""classnames"": ""^2.3.2"", ""markdown-to-jsx"": ""^7.5.0""}","{""@auto-it/npm"": ""^11.3.6"", ""@auto-it/released"": ""^11.3.6"", ""@kickstartds/base"": ""^4.1.0"", ""@kickstartds/blog"": ""^4.1.0"", ""@kickstartds/content"": ""^4.1.1"", ""@kickstartds/core"": ""^4.1.0"", ""@kickstartds/form"": ""^4.1.0"", ""@kickstartds/jsonschema-utils"": ""^3.8.1"", ""@kickstartds/jsonschema2types"": ""^1.2.7"", ""@kickstartds/storybook-addon-component-tokens"": ""^3.0.0"", ""@kickstartds/storybook-addon-html"": ""^1.0.0"", ""@kickstartds/storybook-addon-jsonschema"": ""^4.0.0"", ""@kickstartds/style-dictionary"": ""^4.0.2"", ""@rollup/plugin-typescript"": ""^12.3.0"", ""@rollup/plugin-json"": ""^6.1.0"", ""@storybook/addon-a11y"": ""^10.2.0-beta.1"", ""@storybook/addon-docs"": ""^10.2.0-beta.1"", ""@storybook/addon-links"": ""^10.2.0-beta.1"", ""@storybook/addon-mcp"": ""^0.1.8"", ""@storybook/react-vite"": ""^10.2.0-beta.1"", ""@storybook/test-runner"": ""^0.24.2"", ""@testing-library/react"": ""^14.1.2"", ""@types/jest"": ""^29.5.11"", ""@types/jest-image-snapshot"": ""^6.4.0"", ""@types/react"": ""^19.2.7"", ""@vitejs/plugin-react"": ""^4.2.1"", ""auto"": ""^11.3.6"", ""c15t"": ""^1.5.0"", ""change-case"": ""^4.1.2"", ""chokidar-cli"": ""^3.0.0"", ""chromatic"": ""^6.24.1"", ""copy-webpack-plugin"": ""^11.0.0"", ""custom-property-extract"": ""^1.2.1"", ""deepmerge"": ""^4.3.1"", ""fast-glob"": ""^3.3.1"", ""fs-extra"": ""^11.1.1"", ""happy-dom"": ""^13.3.1"", ""husky"": ""^8.0.3"", ""jest-image-snapshot"": ""^6.4.0"", ""kickstartds"": ""3.5.0--canary.62.324.0"", ""lazysizes"": ""^5.3.2"", ""npm-run-all"": ""^4.1.5"", ""pagefind"": ""^1.4.0"", ""patch-package"": ""^8.0.0"", ""playroom"": ""^0.34.1"", ""postcss"": ""^8.4.29"", ""postcss-url"": ""^10.1.3"", ""react"": ""19.2.1"", ""react-dom"": ""19.2.1"", ""rollup"": ""^4.53.3"", ""rollup-plugin-copy"": ""^3.5.0"", ""rollup-plugin-node-externals"": ""^8.1.2"", ""sass"": ""^1.66.1"", ""sass-loader"": ""^13.3.3"", ""storybook"": ""^10.2.0-beta.1"", ""storybook-addon-playroom"": ""^5.0.0"", ""storybook-design-token"": ""^3.1.0"", ""style-loader"": ""^3.3.3"", ""traverse"": ""^0.6.11"", ""typescript"": ""^5.2.2"", ""vitest"": ""^1.2.1""}"
openclaw-cortex,https://www.npmjs.com/package/openclaw-cortex,2026.3.18,245281229,5827,5826,"{""@agentclientprotocol/sdk"": ""0.16.1"", ""@aws-sdk/client-bedrock"": ""^3.1008.0"", ""@buape/carbon"": ""0.0.0-beta-20260216184201"", ""@clack/prompts"": ""^1.1.0"", ""@discordjs/voice"": ""^0.19.1"", ""@grammyjs/runner"": ""^2.0.3"", ""@grammyjs/transformer-throttler"": ""^1.2.1"", ""@homebridge/ciao"": ""^1.3.5"", ""@larksuiteoapi/node-sdk"": ""^1.59.0"", ""@line/bot-sdk"": ""^10.6.0"", ""@lydell/node-pty"": ""1.2.0-beta.3"", ""@mariozechner/pi-agent-core"": ""0.57.1"", ""@mariozechner/pi-ai"": ""0.57.1"", ""@mariozechner/pi-coding-agent"": ""0.57.1"", ""@mariozechner/pi-tui"": ""0.57.1"", ""@modelcontextprotocol/sdk"": ""1.27.1"", ""@mozilla/readability"": ""^0.6.0"", ""@sinclair/typebox"": ""0.34.48"", ""@slack/bolt"": ""^4.6.0"", ""@slack/web-api"": ""^7.14.1"", ""@whiskeysockets/baileys"": ""7.0.0-rc.9"", ""ajv"": ""^8.18.0"", ""chalk"": ""^5.6.2"", ""chokidar"": ""^5.0.0"", ""cli-highlight"": ""^2.1.11"", ""commander"": ""^14.0.3"", ""croner"": ""^10.0.1"", ""discord-api-types"": ""^0.38.42"", ""dotenv"": ""^17.3.1"", ""express"": ""^5.2.1"", ""file-type"": ""^21.3.1"", ""grammy"": ""^1.41.1"", ""hono"": ""4.12.7"", ""https-proxy-agent"": ""^8.0.0"", ""ipaddr.js"": ""^2.3.0"", ""jiti"": ""^2.6.1"", ""json5"": ""^2.2.3"", ""jszip"": ""^3.10.1"", ""linkedom"": ""^0.18.12"", ""long"": ""^5.3.2"", ""markdown-it"": ""^14.1.1"", ""node-edge-tts"": ""^1.2.10"", ""opusscript"": ""^0.1.1"", ""osc-progress"": ""^0.3.0"", ""pdfjs-dist"": ""^5.5.207"", ""playwright-core"": ""1.58.2"", ""qrcode-terminal"": ""^0.12.0"", ""sharp"": ""^0.34.5"", ""sqlite-vec"": ""0.1.7-alpha.2"", ""tar"": ""7.5.11"", ""tslog"": ""^4.10.2"", ""undici"": ""^7.24.0"", ""ws"": ""^8.19.0"", ""yaml"": ""^2.8.2"", ""zod"": ""^4.3.6""}","{""@grammyjs/types"": ""^3.25.0"", ""@lit-labs/signals"": ""^0.2.0"", ""@lit/context"": ""^1.1.6"", ""@types/express"": ""^5.0.6"", ""@types/markdown-it"": ""^14.1.2"", ""@types/node"": ""^25.5.0"", ""@types/qrcode-terminal"": ""^0.12.2"", ""@types/ws"": ""^8.18.1"", ""@typescript/native-preview"": ""7.0.0-dev.20260312.1"", ""@vitest/coverage-v8"": ""^4.1.0"", ""jscpd"": ""4.0.8"", ""jsdom"": ""^28.1.0"", ""lit"": ""^3.3.2"", ""oxfmt"": ""0.40.0"", ""oxlint"": ""^1.55.0"", ""oxlint-tsgolint"": ""^0.16.0"", ""signal-utils"": ""0.21.1"", ""tsdown"": ""0.21.2"", ""tsx"": ""^4.21.0"", ""typescript"": ""^5.9.3"", ""vitest"": ""^4.1.0""}"
@bbn/bbn-cp,https://www.npmjs.com/package/@bbn/bbn-cp,1.0.170,185346008,1623,1623,"{""@bbn/bbn"": ""^2.0"", ""@bbn/bbn-css"": ""^1.0.167"", ""@bbn/codemirror-lang-bbn-cp"": ""^1.0.0"", ""@codemirror/autocomplete"": ""^6.19.1"", ""@codemirror/collab"": ""^6.1.1"", ""@codemirror/commands"": ""^6.10.0"", ""@codemirror/lang-css"": ""^6.3.1"", ""@codemirror/lang-html"": ""^6.4.11"", ""@codemirror/lang-javascript"": ""^6.2.4"", ""@codemirror/lang-less"": ""^6.0.2"", ""@codemirror/lang-markdown"": ""^6.5.0"", ""@codemirror/lang-php"": ""^6.0.2"", ""@codemirror/lang-sql"": ""^6.10.0"", ""@codemirror/lang-vue"": ""^0.1.3"", ""@codemirror/language"": ""^6.11.3"", ""@codemirror/language-data"": ""^6.5.2"", ""@codemirror/lint"": ""^6.9.2"", ""@codemirror/lsp-client"": ""^6.2.0"", ""@codemirror/merge"": ""^6.11.2"", ""@codemirror/search"": ""^6.5.11"", ""@codemirror/state"": ""^6.5.2"", ""@codemirror/view"": ""^6.38.8"", ""@emmetio/codemirror6-plugin"": ""^0.4.0"", ""@jaames/iro"": ""^5.5.2"", ""@lezer/generator"": ""^1.8.0"", ""@lezer/highlight"": ""^1.2.3"", ""@lezer/lr"": ""^1.4.3"", ""@uiw/codemirror-extensions-color"": ""^4.25.3"", ""@zumer/snapdom"": ""^2.0.0-dev.1"", ""acorn"": ""^8.15.0"", ""apexcharts"": ""^5.3.6"", ""codemirror-languageserver"": ""^1.18.1"", ""core-js"": ""^3.46.0"", ""easymde"": ""^2.20.0"", ""eslint4b"": ""^7.32.0"", ""filedrop"": ""^2.1.0"", ""filerobot-image-editor"": ""^4.8.1"", ""flag-icons"": ""^7.5.0"", ""js-beautify"": ""^1.15.4"", ""jsoneditor"": ""^10.4.2"", ""marked"": ""^17.0.0"", ""npm-check-updates"": ""^19.1.2"", ""raw-loader"": ""^4.0.2"", ""react-filerobot-image-editor"": ""^4.9.1"", ""simple-keyboard"": ""^3.8.89"", ""tern"": ""^0.24.3"", ""thememirror"": ""^2.0.1"", ""tiny-markdown-editor"": ""^0.2.10""}","{""@babel/cli"": ""^7.28.3"", ""@babel/core"": ""^7.28.5"", ""@babel/plugin-proposal-class-properties"": ""^7.18.6"", ""@babel/plugin-syntax-dynamic-import"": ""^7.8.3"", ""@babel/plugin-transform-runtime"": ""^7.28.5"", ""@babel/preset-env"": ""^7.28.5"", ""babel-loader"": ""^10.0.0"", ""babel-minify"": ""^0.5.2"", ""babel-plugin-module-resolver"": ""^5.0.2"", ""babel-preset-minify"": ""^0.5.2"", ""bun"": ""^1.3.2"", ""chai"": ""^6.2.1"", ""copy-webpack-plugin"": ""^13.0.1"", ""css-loader"": ""^7.1.2"", ""html-loader"": ""^5.1.0"", ""jsdom"": ""^27.2.0"", ""jsdom-global"": ""^3.0.2"", ""less-loader"": ""^12.3.0"", ""lessc"": ""^1.0.2"", ""mini-css-extract-plugin"": ""^2.9.4"", ""mocha"": ""^11.7.5"", ""style-loader"": ""^4.0.0"", ""terser-webpack-plugin"": ""^5.3.14"", ""webpack"": ""^5.102.1"", ""webpack-cli"": ""^6.0.1""}"
supreium-headless-gl,https://www.npmjs.com/package/supreium-headless-gl,8.2.7,589755190,170,170,"{""bindings"": ""^1.5.0"", ""bit-twiddle"": ""^1.0.2"", ""glsl-tokenizer"": ""^2.1.5"", ""nan"": ""^2.22.0"", ""node-abi"": ""^3.71.0"", ""node-gyp"": ""^10.2.0"", ""node-gyp-build"": ""^4.8.2"", ""prebuildify"": ""^6.0.1""}","{""angle-normals"": ""^1.0.0"", ""bunny"": ""^1.0.1"", ""faucet"": ""^0.0.4"", ""gl-conformance"": ""^2.0.9"", ""prebuild"": ""^13.0.1"", ""prettier"": ""^3.4.2"", ""snazzy"": ""^9.0.0"", ""standard"": ""^17.1.2"", ""tape"": ""^5.9.0""}"
humancode-linux-x64-musl,https://www.npmjs.com/package/humancode-linux-x64-musl,0.0.33,149634307,2,2,{},{}
@growth99_plus/ngx-mat-tel-input,https://www.npmjs.com/package/@growth99_plus/ngx-mat-tel-input,2.1.0,592762958,390,388,"{""@angular/animations"": ""^17.3.0"", ""@angular/cdk"": ""^17.3.10"", ""@angular/common"": ""^17.3.0"", ""@angular/compiler"": ""^17.3.0"", ""@angular/core"": ""^17.3.0"", ""@angular/forms"": ""^17.3.0"", ""@angular/material"": ""^17.3.0"", ""@angular/platform-browser"": ""^17.3.0"", ""@angular/platform-browser-dynamic"": ""^17.3.0"", ""@angular/router"": ""^17.3.0"", ""google-libphonenumber"": ""^3.2.32"", ""ngx-mat-select-search"": ""^7.0.9"", ""rxjs"": ""~7.8.0"", ""tslib"": ""^2.4.0"", ""world-countries"": ""^4.0.0"", ""zone.js"": ""~0.14.3""}","{""@angular-devkit/build-angular"": ""^17.3.11"", ""@angular/cli"": ""^17.3.11"", ""@angular/compiler-cli"": ""^17.3.0"", ""@angular/language-service"": ""^17.3.0"", ""@types/jasmine"": ""~5.1.0"", ""@types/jasminewd2"": ""~2.0.10"", ""@types/node"": ""^12.11.1"", ""jasmine-core"": ""~5.1.0"", ""jasmine-spec-reporter"": ""~5.0.0"", ""karma"": ""~6.4.0"", ""karma-chrome-launcher"": ""~3.2.0"", ""karma-coverage"": ""~2.2.0"", ""karma-jasmine"": ""~5.1.0"", ""karma-jasmine-html-reporter"": ""~2.1.0"", ""ng-packagr"": ""^17.3.0"", ""ts-node"": ""~10.9.1"", ""typescript"": ""~5.4.2""}"
react-native-native-check,https://www.npmjs.com/package/react-native-native-check,0.0.4,405660478,1038,1038,"{""react"": ""18.2.0"", ""react-native"": ""0.72.6""}","{""@babel/core"": ""^7.20.0"", ""@babel/preset-env"": ""^7.20.0"", ""@babel/runtime"": ""^7.20.0"", ""@react-native/eslint-config"": ""^0.72.2"", ""@react-native/metro-config"": ""^0.72.11"", ""@tsconfig/react-native"": ""^3.0.0"", ""@types/react"": ""^18.0.24"", ""@types/react-test-renderer"": ""^18.0.0"", ""babel-jest"": ""^29.2.1"", ""eslint"": ""^8.19.0"", ""jest"": ""^29.2.1"", ""metro-react-native-babel-preset"": ""0.76.8"", ""prettier"": ""^2.4.1"", ""react-test-renderer"": ""18.2.0"", ""typescript"": ""4.8.4""}"
claudeship,https://www.npmjs.com/package/claudeship,0.2.40,137532064,224,224,{},"{""@playwright/test"": ""^1.58.1""}"
