package,version,size_bytes,file_count,nonempty_file_count,jt_afferent,jt_efferent_total,jt_efferent_internal,jt_efferent_external,jt_instability,jt_in_degree,jt_out_degree,jt_in_degree_centrality,jt_out_degree_centrality,jt_total_degree_centrality,jt_dependency_score,jt_warning_count,jt_warning_messages
ax-code-linux-x64-baseline-musl,2.26.4,131460725,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
ax-code-linux-x64-musl,2.26.4,132001388,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
ligolang,0.69.0-macos-intel.d63c34412535fadfd98859dd8dad630fe08e90c2,172771057,11,11,0,0,0,0,0,0,0,0,0,0,0,0,
ax-code-linux-x64-baseline,2.26.4,136580656,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-barcode-builder,2.0.0,242759539,1692,1692,0,8,0,8,1,0,0,0,0,0,8,0,
@kmmao/happy-coder,0.83.0,240570024,81,81,0,49,0,49,1,0,0,0,0,0,49,0,
@cyclonedx/cdxgen-plugins-bin-linuxmusl-amd64,1.8.0,133306409,7,6,0,0,0,0,0,0,0,0,0,0,0,0,
ax-code-linux-arm64-musl,2.26.4,131468912,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
goldpankit,3.2.3,338831348,3212,3212,0,16,0,16,1,0,0,0,0,0,16,0,
pokeapi-sprites,2.0.4,186183726,4237,4237,0,0,0,0,0,0,0,0,0,0,0,0,
cna-template,5.0.0,338666479,47424,47320,0,0,0,0,0,0,0,0,0,0,0,0,
@nativescript/android,9.0.4,116018628,53,53,0,3,0,3,1,0,0,0,0,0,3,0,
tdesign-web-components,1.2.10,123318174,3888,3833,0,80,0,80,1,0,0,0,0,0,80,0,
@f5xc-salesdemos/pi-natives,18.70.0,823629504,13,13,0,2,0,2,1,0,0,0,0,0,2,0,
ax-code-linux-arm64,2.26.4,136973867,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@agenshield/cli-darwin-arm64,0.10.0,178839126,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
@onomy/jsi-rn-wallet-core,0.1.0,138871144,184,180,0,19,0,19,1,0,0,0,0,0,19,0,
@nativescript/types-android,9.0.0,141500240,54,54,0,0,0,0,0,0,0,0,0,0,0,0,
@f5xc-salesdemos/pi-natives-win32-x64-msvc,18.70.0,203528757,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
unicode-10.0.0,0.7.5,145193079,2285,2285,0,0,0,0,0,0,0,0,0,0,0,0,
ax-code-windows-arm64,2.26.4,146570477,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
bymorning-ai-windows-x64-baseline,0.0.77,301413503,22,22,0,0,0,0,0,0,0,0,0,0,0,0,
@vladmandic/human-models,3.0.4,173020200,89,89,2,7,0,7,0.7778,2,0,0.0004,0,0.0002,9,0,
@toolbox-sdk/server-darwin-arm64,1.2.0,142708640,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@lightdash/sdk,0.2974.0,223325621,7,7,0,0,0,0,0,0,0,0,0,0,0,0,
@dynatrace/oneagent-dependency,1.327.51,130811474,2346,2345,0,10,0,10,1,0,0,0,0,0,10,0,
cdk-amazon-chime-resources,3.2.25,124606473,8232,8230,0,29,0,29,1,0,0,0,0,0,29,0,
conductor-oss,0.60.20,122218848,6031,6030,0,40,1,39,1,0,1,0,0.0002,0.0001,40,0,
@syncfusion/blazor-themes,33.2.6,738717017,4911,4911,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-user-identity,1.5.2,120662380,1534,1530,0,0,0,0,0,0,0,0,0,0,0,0,
geojson-places,1.0.8,287089803,4804,4804,0,9,1,8,1,0,1,0,0.0002,0.0001,9,0,
@f5xc-salesdemos/pi-natives-darwin-x64,18.70.0,205364019,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@nativescript/ios,9.0.3,220020364,472,472,0,5,0,5,1,0,0,0,0,0,5,0,
hopcoderx-linux-x64,1.1.30,146763265,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@movable/fluid,2.3.1,139013119,2764,2764,0,107,0,107,1,0,0,0,0,0,107,0,
geoip-lite2,4.0.1-alpha.1,220100982,17,17,0,6,0,6,1,0,0,0,0,0,6,0,
rescript-relay,4.4.1,172794186,51,51,0,19,0,19,1,0,0,0,0,0,19,0,
happy-coder,1.1.9,238500052,64,64,0,50,0,50,1,0,0,0,0,0,50,0,
@bsport/common,4.0.20,206117700,21091,21013,0,31,1,30,1,0,1,0,0.0002,0.0001,31,0,
@nutrient-sdk/node,1.3.0,142914673,347,347,0,0,0,0,0,0,0,0,0,0,0,0,
hopcoderx-linux-x64-musl,1.1.30,139251322,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
agent-mockingbird,0.0.16,179183933,1247,1247,0,13,0,13,1,0,0,0,0,0,13,0,
hopcoderx-linux-x64-baseline-musl,1.1.30,139251331,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@embedded-postgres/darwin-x64,18.3.0-beta.17,148010378,1025,1025,0,2,0,2,1,0,0,0,0,0,2,0,
@digabi/exam-engine-exams,23.23.0,171557219,28,28,0,1,0,1,1,0,0,0,0,0,1,0,
@chrryai/waffles,2.5.1,138761516,136,136,0,27,0,27,1,0,0,0,0,0,27,0,
hopcoderx-linux-x64-baseline,1.1.30,146763274,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@kong/spec-renderer,1.107.16,123438290,229,229,0,70,1,69,1,0,1,0,0.0002,0.0001,70,0,
react-native-wgpu,0.5.11,170584278,378,378,0,38,0,38,1,0,0,0,0,0,38,0,
slopcode-bin-linux-arm64-musl,0.2.115,273106213,2077,2077,0,0,0,0,0,0,0,0,0,0,0,0,
bymorning-ai-linux-x64-musl,0.0.77,262726427,22,22,0,0,0,0,0,0,0,0,0,0,0,0,
bare-ffmpeg,1.2.2,418211703,64,64,0,7,0,7,1,0,0,0,0,0,7,0,
hopcoderx-windows-x64-baseline,1.1.30,155101818,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
hopcoderx-windows-x64,1.1.30,155101809,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@realtimex/node-llama-cpp-linux-x64-cuda,0.142.0,172670668,25,25,0,0,0,0,0,0,0,0,0,0,0,0,
bymorning-ai-linux-x64-baseline,0.0.77,272708679,22,22,0,0,0,0,0,0,0,0,0,0,0,0,
bymorning-ai-linux-x64-baseline-musl,0.0.77,262734628,22,22,0,0,0,0,0,0,0,0,0,0,0,0,
hopcoderx-linux-arm64-musl,1.1.30,137904186,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
bymorning-ai-linux-x64,0.0.77,272708670,22,22,0,0,0,0,0,0,0,0,0,0,0,0,
@sencha/cmd-linux-64,8.0.0,236750085,5422,5384,0,1,0,1,1,0,0,0,0,0,1,0,
@material-symbols-svg/react,0.6.0,325995345,23253,23253,0,15,0,15,1,0,0,0,0,0,15,0,
unframer,4.1.7,196074909,468,468,0,46,0,46,1,0,0,0,0,0,46,0,
bymorning-ai-darwin-arm64,0.0.77,193820425,22,22,0,0,0,0,0,0,0,0,0,0,0,0,
bymorning-ai-windows-x64,0.0.77,301413494,22,22,0,0,0,0,0,0,0,0,0,0,0,0,
@realtimex/node-llama-cpp-win-x64-cuda,0.142.0,160111051,22,22,0,0,0,0,0,0,0,0,0,0,0,0,
effect-solutions,0.5.3,326080928,7,7,0,8,0,8,1,0,0,0,0,0,8,0,
bymorning-ai-darwin-x64-baseline,0.0.77,203713548,22,22,0,0,0,0,0,0,0,0,0,0,0,0,
@finbourne/lusid-sdk-angular18,0.11.9160,176230804,2984,2984,0,1,0,1,1,0,0,0,0,0,1,0,
hopcoderx-linux-arm64,1.1.30,144725065,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
smart-webcomponents-angular,26.0.0,131300869,4005,4001,0,13,0,13,1,0,0,0,0,0,13,0,
bymorning-ai-linux-arm64,0.0.77,273353946,22,22,0,0,0,0,0,0,0,0,0,0,0,0,
bymorning-ai-linux-arm64-musl,0.0.77,261949703,22,22,0,0,0,0,0,0,0,0,0,0,0,0,
bymorning-ai-darwin-x64,0.0.77,203713539,22,22,0,0,0,0,0,0,0,0,0,0,0,0,
britecharts,2.18.2,263372540,3440,3346,0,66,0,66,1,0,0,0,0,0,66,0,
@kolbo/kolbo-code-linux-x64,2.1.25,161194228,283,283,0,0,0,0,0,0,0,0,0,0,0,0,
@roninbuilders/contracts,0.6.24,145305740,11189,11189,0,8,0,8,1,0,0,0,0,0,8,0,
slopcode-bin-linux-x64-baseline-musl,0.2.115,273621208,2077,2077,0,0,0,0,0,0,0,0,0,0,0,0,
slopcode-bin-linux-x64-musl,0.2.115,274096335,2077,2077,0,0,0,0,0,0,0,0,0,0,0,0,
slopcode-bin-linux-x64,0.2.115,292997700,2131,2131,0,0,0,0,0,0,0,0,0,0,0,0,
@microsoft/sp-webpart-workbench,1.12.1,132246851,1181,1181,0,30,0,30,1,0,0,0,0,0,30,0,
@htmlbricks/hb-player-input-streaming,0.76.5,194751445,10,10,0,0,0,0,0,0,0,0,0,0,0,0,
slopcode-bin-linux-x64-baseline,0.2.115,292624973,2131,2131,0,0,0,0,0,0,0,0,0,0,0,0,
ffmpeg-static-electron,2.0.3,234333138,12,12,0,1,0,1,1,0,0,0,0,0,1,0,
@qvac/onnx,0.15.0,215829477,249,249,3,3,0,3,0.5,3,0,0.0006,0,0.0003,6,0,
@dittolive/ditto,5.0.0,377450475,81,81,0,0,0,0,0,0,0,0,0,0,0,0,
@htmlbricks/hb-player-live,0.76.5,197236324,10,10,0,0,0,0,0,0,0,0,0,0,0,0,
aspose.cells.node.linux.x64,26.5.0,125710438,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
@veupathdb/genomics-site,1.3.49,306147233,1209,1209,0,74,0,74,1,0,0,0,0,0,74,0,
name-suggestion-index,7.2.20260515,136712968,87,87,1,32,0,32,0.9697,1,0,0.0002,0,0.0001,33,0,
@kolbo/kolbo-code-linux-x64-musl,2.1.25,156364981,283,283,0,0,0,0,0,0,0,0,0,0,0,0,
@kolbo/kolbo-code-linux-x64-baseline,2.1.25,161194237,283,283,0,0,0,0,0,0,0,0,0,0,0,0,
@kolbo/kolbo-code-windows-arm64,2.1.25,171253506,283,283,0,0,0,0,0,0,0,0,0,0,0,0,
@kolbo/kolbo-code-windows-x64-baseline,2.1.25,174020871,283,283,0,0,0,0,0,0,0,0,0,0,0,0,
@kolbo/kolbo-code-linux-x64-baseline-musl,2.1.25,156364990,283,283,0,0,0,0,0,0,0,0,0,0,0,0,
hermes-engine-cli,0.12.0,138556469,27,23,0,0,0,0,0,0,0,0,0,0,0,0,
processmaker-builder,3.2.2,184427646,17393,15247,0,9,0,9,1,0,0,0,0,0,9,0,
@oicl/openbridge-webcomponents,1.0.1,136555486,14173,14165,0,63,0,63,1,0,0,0,0,0,63,0,
@kolbo/kolbo-code-linux-arm64,2.1.25,161436336,283,283,0,0,0,0,0,0,0,0,0,0,0,0,
slopcode-bin-darwin-x64-baseline,0.2.115,248021242,2130,2130,0,0,0,0,0,0,0,0,0,0,0,0,
slopcode-bin-linux-arm64,0.2.115,290560266,2131,2131,0,0,0,0,0,0,0,0,0,0,0,0,
@kolbo/kolbo-code-windows-x64,2.1.25,174020862,283,283,0,0,0,0,0,0,0,0,0,0,0,0,
slopcode-bin-darwin-arm64,0.2.115,243985833,2130,2130,0,0,0,0,0,0,0,0,0,0,0,0,
@kolbo/kolbo-code-darwin-arm64,2.1.25,120347810,283,283,0,0,0,0,0,0,0,0,0,0,0,0,
slopcode-bin-windows-x64,0.2.115,300903584,2135,2135,0,0,0,0,0,0,0,0,0,0,0,0,
bmad-agent-init,1.0.12,296381283,21196,21178,0,7,0,7,1,0,0,0,0,0,7,0,
@ensdomains/ens-contracts,1.7.0,137725908,963,963,0,39,0,39,1,0,0,0,0,0,39,0,
bids-validator,1.15.0,126850967,13,13,0,40,1,39,1,0,1,0,0.0002,0.0001,40,0,
slopcode-bin-darwin-x64,0.2.115,248021233,2130,2130,0,0,0,0,0,0,0,0,0,0,0,0,
@lunapaint/tga-codec,0.2.0,298520556,1391,1390,1,11,0,11,0.9167,1,0,0.0002,0,0.0001,12,0,
@deno/win32-x64,2.7.14,127973664,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
slopcode-bin-windows-x64-baseline,0.2.115,300451497,2135,2135,0,0,0,0,0,0,0,0,0,0,0,0,
@toolbox-sdk/server-win32-x64,1.2.0,265853114,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@minecraft/creator-tools,0.17.0,158709588,4710,4710,0,29,1,28,1,0,1,0,0.0002,0.0001,29,0,
@ketryx/cli-linux-x64,0.1.1,117096411,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
@kolbo/kolbo-code-darwin-x64-baseline,2.1.25,125005639,283,283,0,0,0,0,0,0,0,0,0,0,0,0,
@kolbo/kolbo-code-darwin-x64,2.1.25,125005630,283,283,0,0,0,0,0,0,0,0,0,0,0,0,
@clerk/cli-win32-x64,1.2.0,117522102,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
@kolbo/kolbo-code-linux-arm64-musl,2.1.25,155876849,283,283,0,0,0,0,0,0,0,0,0,0,0,0,
@postman/pm-bin-linux-x64,1.37.0,247253393,886,886,0,0,0,0,0,0,0,0,0,0,0,0,
tree-sitter-ocaml,0.24.2,209266492,46,46,0,5,0,5,1,0,0,0,0,0,5,0,
all-the-package-repos,2.0.2896,233606284,5,5,0,13,0,13,1,0,0,0,0,0,13,0,
@cdxgen/cdxgen-plugins-bin-windows-amd64,2.1.1,199935574,14,13,0,0,0,0,0,0,0,0,0,0,0,0,
@lifeaitools/clauth,1.5.82,135846362,36,36,0,9,0,9,1,0,0,0,0,0,9,0,
datastake-daf,0.7.145,152791135,2287,2274,0,80,0,80,1,0,0,0,0,0,80,0,
grab,0.1.37,39306369,338,338,0,1,0,1,1,0,0,0,0,0,1,0,
@cdxgen/cdxgen-plugins-bin-darwin-arm64,2.1.1,298127180,21,20,0,0,0,0,0,0,0,0,0,0,0,0,
heraldvox-cli,1.4.2,238944329,82,82,0,55,0,55,1,0,0,0,0,0,55,0,
@superdoc-dev/cli-windows-x64,0.10.1,130346964,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
yongruizhang-blogimg,1.1.688046430,161509263,596,596,0,0,0,0,0,0,0,0,0,0,0,0,
fixparser,9.4.7,133945194,777,777,1,5,0,5,0.8333,1,0,0.0002,0,0.0001,6,0,
create-fuels,0.103.0,521690075,215,215,0,9,0,9,1,0,0,0,0,0,9,0,
pretendard-gov,1.3.9,203669055,2356,2356,0,1,0,1,1,0,0,0,0,0,1,0,
@screenpipe/cli-darwin-arm64,0.3.336,151455595,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
terriajs,8.12.2,134830368,4380,4379,1,172,0,172,0.9942,1,0,0.0002,0,0.0001,173,0,
@venusprotocol/venus-protocol,10.2.0-xaum.1,365495633,4062,4062,1,60,0,60,0.9836,1,0,0.0002,0,0.0001,61,0,
bebop-tools,3.2.3,209972272,40,16,0,5,0,5,1,0,0,0,0,0,5,0,
@diplodoc/cli,5.39.1,118956634,398,397,0,72,0,72,1,0,0,0,0,0,72,0,
unicode-7.0.0,0.7.5,139876411,2072,2072,0,0,0,0,0,0,0,0,0,0,0,0,
@duckmind/dm-linux-x64,0.27.5,259739182,31171,31164,0,0,0,0,0,0,0,0,0,0,0,0,
@freeclaude/cli,3.4.0,75581672,41,41,0,77,0,77,1,0,0,0,0,0,77,0,
@cdktn/provider-aws,24.1.0,437165442,4700,4700,1,18,0,18,0.9474,1,0,0.0002,0,0.0001,19,0,
@yeger/turbo-graph-ui,2.8.8,12042380,191,190,0,30,1,29,1,0,1,0,0.0002,0.0001,30,0,
@appthreat/cdxgen-plugins-bin,1.0.0,159020932,21,20,0,0,0,0,0,0,0,0,0,0,0,0,
@duckmind/dm-windows-x64,0.27.5,275862973,31171,31164,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-bare-kit,0.14.1,341453787,33,32,0,7,0,7,1,0,0,0,0,0,7,0,
@wix/auto_sdk_forms_forms,1.0.127,376669020,52,52,0,5,0,5,1,0,0,0,0,0,5,0,
@duckmind/dm-darwin-arm64,0.27.5,221613406,31171,31164,0,0,0,0,0,0,0,0,0,0,0,0,
@superdoc-dev/sdk-windows-x64,1.9.1,130346963,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@duckmind/dm-darwin-x64,0.27.5,226567160,31171,31164,0,0,0,0,0,0,0,0,0,0,0,0,
@cumulus/api,21.3.4,331508563,198,198,0,70,1,69,1,0,1,0,0.0002,0.0001,70,0,
@ericsanchezok/synergy-darwin-x64-baseline,2.0.2,242951860,748,748,0,0,0,0,0,0,0,0,0,0,0,0,
@duckmind/dm-linux-arm64,0.27.5,259180238,31171,31164,0,0,0,0,0,0,0,0,0,0,0,0,
agentwebai,0.6.20,335173010,34,34,0,10,0,10,1,0,0,0,0,0,10,0,
@ericsanchezok/synergy-linux-x64-baseline-musl,2.0.2,271626232,748,748,0,0,0,0,0,0,0,0,0,0,0,0,
@twsxtd/hapi-linux-x64,0.18.1,149228276,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@stdlib/datasets,0.3.0,130279579,13753,13753,0,19,0,19,1,0,0,0,0,0,19,0,
@ericsanchezok/synergy-linux-x64-musl,2.0.2,272216047,748,748,0,0,0,0,0,0,0,0,0,0,0,0,
@ericsanchezok/synergy-linux-x64-baseline,2.0.2,276770739,748,748,0,0,0,0,0,0,0,0,0,0,0,0,
@ericsanchezok/synergy-linux-x64,2.0.2,277688234,748,748,0,0,0,0,0,0,0,0,0,0,0,0,
@ericsanchezok/synergy-windows-x64-baseline,2.0.2,293077781,748,748,0,0,0,0,0,0,0,0,0,0,0,0,
@lavilas/codex-linux-x64,1.3.71,165693017,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
@bentley/imodeljs-darwin-x64,4.11.39,125716535,166,166,0,0,0,0,0,0,0,0,0,0,0,0,
nosearch-react-component,2.1.111,131837111,3287,3182,0,48,1,47,1,0,1,0,0.0002,0.0001,48,0,
@uma/core,2.62.2,161068972,2279,2279,0,45,0,45,1,0,0,0,0,0,45,0,
@ericsanchezok/synergy-windows-x64,2.0.2,293803788,748,748,0,0,0,0,0,0,0,0,0,0,0,0,
rn-app-screen-preview-android,1.0.0,208156907,23116,23076,0,5,0,5,1,0,0,0,0,0,5,0,
@mmmbuto/codex-cli-termux,0.130.0,353855345,9,9,0,0,0,0,0,0,0,0,0,0,0,0,
@sassoftware/va-report-components,2.34.0,210829505,1065,1065,0,27,0,27,1,0,0,0,0,0,27,0,
@ericsanchezok/synergy-linux-arm64-musl,2.0.2,270816187,748,748,0,0,0,0,0,0,0,0,0,0,0,0,
@libphp/amazon-linux-2-v83,0.0.14,121960094,118,118,0,3,0,3,1,0,0,0,0,0,3,0,
@bossmode/cli,0.7.2,4650115,198,195,0,13,0,13,1,0,0,0,0,0,13,0,
@cdktf/aws-cdk,0.16.18,193116441,2868,2868,0,30,0,30,1,0,0,0,0,0,30,0,
@progress/kendo-cli,1.17.0,130082271,76,76,0,32,0,32,1,0,0,0,0,0,32,0,
@ericsanchezok/synergy-linux-arm64,2.0.2,276648822,748,748,0,0,0,0,0,0,0,0,0,0,0,0,
@pnpm/macos-x64,10.33.3,70215589,5,5,1,1,1,0,0.5,1,1,0.0002,0.0002,0.0002,2,0,
nodejs-polars-win32-x64-msvc,0.24.1,129021631,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
mongo-unit,3.4.0,315419373,54,53,0,10,0,10,1,0,0,0,0,0,10,0,
all-the-public-replicate-models,1.686.0,119288184,9,9,0,4,0,4,1,0,0,0,0,0,4,0,
@toolbox-sdk/server-linux-x64,1.2.0,285808304,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@ericsanchezok/synergy-darwin-arm64,2.0.2,237663525,748,748,0,0,0,0,0,0,0,0,0,0,0,0,
@ericsanchezok/synergy-darwin-x64,2.0.2,242951851,748,748,0,0,0,0,0,0,0,0,0,0,0,0,
@joystick.js/node-canary,0.0.0-canary.2371,374813686,2724,2724,0,36,0,36,1,0,0,0,0,0,36,0,
@oomol-lab/oo-cli-win32-arm64,0.5.11,126370059,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
cojson-core-rn,0.20.18,155571346,46,46,0,25,1,24,1,0,1,0,0.0002,0.0001,25,0,
@adaptic/backend-legacy,0.0.87,160459318,39768,39768,0,6,0,6,1,0,0,0,0,0,6,0,
@layerzerolabs/protocol-starknet-v2,0.2.94,148770262,494,494,0,5,0,5,1,0,0,0,0,0,5,0,
hbuilderx-plugin-launcher,5.7.2026041615-3250-alpha,167383593,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@lenml/tokenizer-gemini,3.7.2,138706167,14,14,0,6,0,6,1,0,0,0,0,0,6,0,
@oomol-lab/oo-cli-win32-x64,0.5.11,128810245,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
create-expo-cljs-app,1.0.23,353379255,30964,30832,0,4,0,4,1,0,0,0,0,0,4,0,
@proteinjs/reflection-build,1.4.6,148746223,17964,17936,0,22,0,22,1,0,0,0,0,0,22,0,
@kilocode/cli-linux-arm64-musl,7.3.0,175378080,39,39,0,0,0,0,0,0,0,0,0,0,0,0,
@libphp/almalinux-9-v85,0.0.3,150683511,111,111,0,3,0,3,1,0,0,0,0,0,3,0,
@imgly/background-removal-data,1.4.5,221510773,62,62,0,1,1,0,1,0,1,0,0.0002,0.0001,1,0,
@socialgouv/kali-data,3.449.0,181709796,426,425,0,29,0,29,1,0,0,0,0,0,29,0,
@surrealdb/node,3.0.3,161173890,11,11,0,3,0,3,1,0,0,0,0,0,3,0,
pretendard-jp,1.3.9,191222207,2319,2319,0,1,0,1,1,0,0,0,0,0,1,0,
@venusprotocol/isolated-pools,4.3.0,340614083,2406,2406,0,61,1,60,1,0,1,0,0.0002,0.0001,61,0,
@superfluid-finance/ethereum-contracts,1.15.0,138660600,607,607,0,23,0,23,1,0,0,0,0,0,23,0,
mfpdev-cli,8.0.2022100206,143119860,15112,15071,0,68,0,68,1,0,0,0,0,0,68,0,
@kilocode/cli-linux-arm64,7.3.0,181210715,39,39,0,0,0,0,0,0,0,0,0,0,0,0,
@material-symbols-svg/vue,0.6.0,326190733,23253,23253,0,10,0,10,1,0,0,0,0,0,10,0,
@gnsx/genesys.js,10.12.0,166253257,2769,2769,0,45,0,45,1,0,0,0,0,0,45,0,
@tencentdb-agent-memory/tcvdb-text,0.1.1,286071650,38,38,0,4,0,4,1,0,0,0,0,0,4,0,
@onica/runway,2.6.14,194203831,8,8,0,3,0,3,1,0,0,0,0,0,3,0,
@fmsim/fmsim-restful,2.0.0-beta.81,141377331,3464,3459,0,26,0,26,1,0,0,0,0,0,26,0,
unicode-12.0.0,0.8.0,145550525,2399,2399,0,0,0,0,0,0,0,0,0,0,0,0,
@vrsen/agentswarm-cli-linux-x64-musl,1.4.34,140646912,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@db-ux/db-theme-icons,3.9.0,122994593,3476,3476,0,0,0,0,0,0,0,0,0,0,0,0,
vue2-client,1.20.88,19130688,944,940,0,82,0,82,1,0,0,0,0,0,82,0,
@mndrk/agx,2.4.11,158892288,4686,4685,0,21,0,21,1,0,0,0,0,0,21,0,
@hyperlane-xyz/core,11.3.1,414640545,19625,19613,1,32,0,32,0.9697,1,0,0.0002,0,0.0001,33,0,
openui5-dist,1.108.10,463880884,46093,46028,0,10,0,10,1,0,0,0,0,0,10,0,
@vrsen/agentswarm-cli-windows-x64,1.4.34,158327421,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-filament-buildcores,1.7.11,487921424,2459,2459,0,14,0,14,1,0,0,0,0,0,14,0,
@vrsen/agentswarm-cli-linux-x64,1.4.34,146115003,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@qvac/llm-llamacpp,0.20.1,408431561,34,34,0,16,0,16,1,0,0,0,0,0,16,0,
zraldcli-darwin-arm64,2.0.74,283295414,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
@qvac/tts-onnx,0.9.0,280218219,51,50,0,26,1,25,1,0,1,0,0.0002,0.0001,26,0,
@vrsen/agentswarm-cli-linux-x64-baseline,1.4.34,145205700,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
unicode-13.0.0,0.8.0,146826916,2423,2423,0,0,0,0,0,0,0,0,0,0,0,0,
riskjs,0.0.7,130955266,14330,14330,0,5,0,5,1,0,0,0,0,0,5,0,
openclaw-cojad,2605.19.1300,149275544,20517,20516,0,73,0,73,1,0,0,0,0,0,73,0,
fusionmaps,4.1.0,649128500,6517,6517,0,14,0,14,1,0,0,0,0,0,14,0,
@react-native-oh/react-native-harmony,0.82.29,200830746,1331,1331,0,36,0,36,1,0,0,0,0,0,36,0,
@vrsen/agentswarm-cli-windows-arm64,1.4.34,155089025,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@vrsen/agentswarm-cli-windows-x64-baseline,1.4.34,157601414,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
hqchart,1.1.15808,138863624,220,220,0,2,0,2,1,0,0,0,0,0,2,0,
@kilocode/cli-darwin-x64,7.3.0,144049945,39,39,0,0,0,0,0,0,0,0,0,0,0,0,
foxfire,2.0.0,120207690,481,477,0,9,0,9,1,0,0,0,0,0,9,0,
@postman/pm-bin-windows-x64,1.37.0,236807087,890,890,0,0,0,0,0,0,0,0,0,0,0,0,
@builder.io/buildercode-darwin-arm64,0.5.1,162876204,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@kilocode/cli-darwin-x64-baseline,7.3.0,144049954,39,39,0,0,0,0,0,0,0,0,0,0,0,0,
graphql-server-example,1.0.0,255196062,46287,46164,0,7,0,7,1,0,0,0,0,0,7,0,
@vrsen/agentswarm-cli-linux-x64-baseline-musl,1.4.34,140057097,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@factory/cli-win32-x64,0.129.0,166042931,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@builder.io/buildercode-win32-x64,0.5.1,127626047,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
archgate-win32-x64,0.26.0,128595270,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
newawesome,2.2.2,266373626,1127,1127,0,27,0,27,1,0,0,0,0,0,27,0,
@socialgouv/fiches-vdd,2.1738.0,748658371,8419,8419,0,10,0,10,1,0,0,0,0,0,10,0,
@vrsen/agentswarm-cli-darwin-x64-baseline,1.4.34,108528262,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@joggr/cli-linux-x64-musl,0.14.3,162992524,8,8,0,0,0,0,0,0,0,0,0,0,0,0,
@vkhanhqui/figma-mcp-go,0.1.3,140280086,9,9,0,0,0,0,0,0,0,0,0,0,0,0,
@factory/cli-win32-x64-baseline,0.129.0,165317034,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
@celo/client,0.0.419,128566903,7,7,0,0,0,0,0,0,0,0,0,0,0,0,
@vrsen/agentswarm-cli-linux-arm64,1.4.34,145557951,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@vrsen/agentswarm-cli-darwin-x64,1.4.34,108528253,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
@codemod.com/cli-darwin-arm64,1.10.5,125479946,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
react-native-notch-info,1.0.6,352808514,5585,5584,0,1,0,1,1,0,0,0,0,0,1,0,
codeep,2.0.1,1445498,164,164,0,10,0,10,1,0,0,0,0,0,10,0,
@builder.io/buildercode-linux-x64,0.5.1,162139019,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
