package,version,size_bytes,fan_in_total,fan_out,global_instability,coupling_volume,dependency_balance
@itentialopensource/adapter-vmware_vrealize_orchestrator,1.0.3,206989828,0,21,1.0,21,-21
ultracode,5.15.0,331441970,0,39,1.0,39,-39
@axmit/flow-helper,1.4.17,297617794,1,8,0.8889,9,-7
verde-app-linux-x64,0.1.60,545141857,0,0,0.0,0,0
@mcpmesh/tsuite-linux-x64,0.5.4,126888676,0,0,0.0,0,0
0byte-opencode-linux-x64-baseline-musl,1.15.3-7b9u9fgx,145758758,0,0,0.0,0,0
sqlite3-offline,4.3.1,135055160,3,5,0.625,8,-2
@badatgil/expo-mapbox-navigation,1.6.2,246082314,0,4,1.0,4,-4
archive-markdown-editor,1.2.0,273953653,0,32,1.0,32,-32
0byte-opencode-linux-x64,1.15.3-7b9u9fgx,151833048,0,0,0.0,0,0
@flowaccount/node-icu-tokenizer,2.0.0,121353743,2,2,0.5,4,0
h1z1-server,0.47.3,238522290,0,18,1.0,18,-18
@piured/engine,0.0.6,182972313,0,2,1.0,2,-2
@sourcegraph/cody,5.5.26,125655048,2,43,0.9556,45,-41
@extjs/sencha-cmd-linux-64,6.6.0,167744480,0,1,1.0,1,-1
scorpious_kogo,0.0.7,180720753,0,105,1.0,105,-105
@commonalityco/studio,0.2.57,609678387,1,78,0.9873,79,-77
froala-design-blocks,2.0.1,133867458,3,19,0.8636,22,-16
@molybden-apps/molybden-darwin-arm64,1.7.1,374802541,1,1,0.5,2,0
angular-material-app,0.6.3,145185589,0,54,1.0,54,-54
acp-extension-codex-darwin-x64,0.14.6,188965732,0,0,0.0,0,0
node-source-han-sans-tc,1.1.0-2.001R,205491880,0,0,0.0,0,0
@aaif/goose-binary-win32-x64,0.20.1,237183424,0,0,0.0,0,0
@postman/pm-bin-linux-arm64,1.38.0,238395744,0,0,0.0,0,0
barcode4nodejs,10.0.7,178395797,0,2,1.0,2,-2
local-memory-mcp,1.5.1,162593984,0,0,0.0,0,0
dash_smoothie,0.0.1,154353457,0,22,1.0,22,-22
acp-extension-codex-linux-arm64,0.14.6,209553088,0,0,0.0,0,0
cordova-plugin-mfp-jsonstore,8.0.2024082705,155784199,0,5,1.0,5,-5
@clidey/whodb-cli-linux-x64,0.110.0,146371262,0,0,0.0,0,0
@waku/react-native,0.2.0,307345717,0,23,1.0,23,-23
genesys.js,3.1.24,151970959,1,55,0.9821,56,-54
rn-first-app,0.0.6,254815914,0,21,1.0,21,-21
@pstdio/cli-linux-arm64,0.14.0,127863527,0,0,0.0,0,0
@aaif/goose-binary-darwin-x64,0.20.1,255331108,0,0,0.0,0,0
@getbizi/bizi-win32-x64,0.7.0,117958849,0,0,0.0,0,0
reusable-react-native-components,0.1.16,413286269,0,38,1.0,38,-38
@bloque/cli,0.1.9,16191,0,0,0.0,0,0
finny-windows-x64-baseline,0.0.0-dev-202605121617,182738566,0,0,0.0,0,0
cclawd,2026.3.36,177071426,0,67,1.0,67,-67
@fireenjin/mx,1.5.2,149418307,1,21,0.9545,22,-20
centaurus-cli,3.2.2,120729037,0,42,1.0,42,-42
dash-textarea-autocomplete,1.3.2,223025385,0,24,1.0,24,-24
@molybden-apps/molybden-linux-x64,1.7.1,735734169,1,1,0.5,2,0
@itentialopensource/adapter-firemon_securitymanager,1.0.3,323493770,0,21,1.0,21,-21
@neutron-org/client-ts,1.4.0,141204801,0,12,1.0,12,-12
easyest-xqp,1.1.13,199706291,0,10,1.0,10,-10
@pstdio/cli-linux-arm64-musl,0.9.0,118790746,0,0,0.0,0,0
@grconrad/vscode-binaries,1.50.1,187253539,0,129,1.0,129,-129
finny-linux-x64-baseline,0.0.0-dev-202605121617,169913482,0,0,0.0,0,0
matrix-linux-arm64,1.6.3,167035814,0,0,0.0,0,0
@dxos/cli-linux-x64,0.0.0,206301636,0,0,0.0,0,0
scu-components,0.13.48,147723707,0,38,1.0,38,-38
emoji-datasource-split,1.0.7,156306586,0,0,0.0,0,0
desktop-manager,1.1.3,163390155,0,9,1.0,9,-9
lark-opencode-linux-arm64-musl,0.0.0-master-202603030712,246219914,0,0,0.0,0,0
node-3scale-cli,0.12.0,141312291,0,18,1.0,18,-18
@lloyal-labs/lloyal.node-linux-x64-vulkan,2.1.1,207899849,0,0,0.0,0,0
finny-linux-x64-musl,0.0.0-dev-202605121617,165084226,0,0,0.0,0,0
finny-darwin-x64,0.0.0-dev-202605121617,133728957,0,0,0.0,0,0
usbabynames,2.2.1,136485292,0,5,1.0,5,-5
@apoorva2405/uxp-devtools-app,1.2.6-beta,319372909,0,64,1.0,64,-64
@cdklabs/cdk-construct-connect-datalake,0.0.10,127995418,0,36,1.0,36,-36
@hyperbook/markdown,0.66.1,132842619,1,67,0.9853,68,-66
@molybden-apps/molybden-darwin-x64,1.7.1,382370416,1,1,0.5,2,0
aspose.cells.node.darwin.x64,26.5.0,116477150,0,0,0.0,0,0
argo-audit-bots,0.1.5,146583836,0,3,1.0,3,-3
finny-linux-x64,0.0.0-dev-202605121617,169913473,0,0,0.0,0,0
@aaif/goose-binary-darwin-arm64,0.20.1,245528254,0,0,0.0,0,0
@iwsdk/reference-assets,0.4.1,47895208,0,7,1.0,7,-7
@getbizi/bizi-win32-arm64,0.7.0,117958857,0,0,0.0,0,0
@cryptox/mines,3.2.0,182338704,0,28,1.0,28,-28
artastra,1.0.8,116565970,0,2,1.0,2,-2
@babylonjs/react-native-basekit-windows-0-71,1.8.6,736502099,0,18,1.0,18,-18
as-c-neo-scss,1.4.27,120949574,1,0,0.0,1,1
@alpaca-finance/alpaca-contract,1.2.47,178400211,3,53,0.9464,56,-50
matrix-windows-x64-baseline,1.6.3,176516214,0,0,0.0,0,0
@naniteninja/itinerary-lib,1.1.5,117246920,0,3,1.0,3,-3
storyclaw-assistant,2026.4.1-3,289413136,0,71,1.0,71,-71
matrix-darwin-arm64,1.6.3,123220609,0,0,0.0,0,0
@seeebiii/ses-email-forwarding,5.0.2,209479646,0,26,1.0,26,-26
@x-cmd-pkg/rust,0.0.1-v1.77.0-win.x64.msvc,175333808,0,0,0.0,0,0
@lloyal-labs/lloyal.node-linux-x64-cuda,2.1.1,351823213,0,0,0.0,0,0
my-react-java,0.0.8,407264434,0,17,1.0,17,-17
r-ttt-2,0.0.8,190237207,0,35,1.0,35,-35
@ironfish/rust-nodejs-linux-arm64-gnu,2.10.0,229169691,0,0,0.0,0,0
matrix-linux-x64,1.6.3,169221282,0,0,0.0,0,0
finny-linux-arm64-musl,0.0.0-dev-202605121617,164596098,0,0,0.0,0,0
@codemieai/codemie-opencode-linux-x64-baseline,0.0.47,158193952,0,0,0.0,0,0
@plot-ai/linux-x64-musl,0.0.9,132899070,0,0,0.0,0,0
chuggume,1.1.15,126320732,0,3,1.0,3,-3
aistub,2.5.0,122972986,0,0,0.0,0,0
@codemieai/codemie-opencode-linux-x64-musl,0.0.47,151157136,0,0,0.0,0,0
@celo/celo-devchain,8.0.0,144490936,3,12,0.8,15,-9
nativescript-ffmpeg-plugin-fixed,0.1.0,352280999,0,11,1.0,11,-11
@git-glint/nodegit,0.28.0-alpha.112,321215592,0,18,1.0,18,-18
@material-symbols-svg/astro,0.6.0,329424631,0,8,1.0,8,-8
corporisdistinctio,1.2.2,251922743,0,9,1.0,9,-9
finny-windows-x64,0.0.0-dev-202605121617,182738557,0,0,0.0,0,0
procbay-schema,1.0.188,159894731,0,13,1.0,13,-13
@webiny/serverless-cms-aws,5.44.0,394697145,0,54,1.0,54,-54
@ip-location-db/dbip-city-mmdb,2.3.2026050119,134711931,0,0,0.0,0,0
@codemieai/codemie-opencode-linux-x64,0.0.47,158640407,0,0,0.0,0,0
@ignored/edr,0.1.0-alpha.0,243198734,0,5,1.0,5,-5
@codemieai/codemie-opencode-linux-x64-baseline-musl,0.0.47,150682009,0,0,0.0,0,0
@dxos/cli-darwin-x64,0.0.0,164367343,0,0,0.0,0,0
@hasna/emails,0.5.25,142021940,0,21,1.0,21,-21
finny-darwin-x64-baseline,0.0.0-dev-202605121617,133728966,0,0,0.0,0,0
@here/harp-fontcatalog,0.1.6,120364181,1,1,0.5,2,0
@toolkit-cli/toolkode-windows-x64-baseline,4.15.0,162379913,0,0,0.0,0,0
react-native-animated-scroll-modal,0.7.1,278298968,0,21,1.0,21,-21
wifi-rtt-module,0.7.2,587674107,0,19,1.0,19,-19
@sayduck/gltf-pipeline,3.4.2-pre-1,144088413,1,22,0.9565,23,-21
prabhatacharya,23.0.0,285510342,0,9,1.0,9,-9
avvo-styleguide,2.0.1-4.pre21,139963666,0,23,1.0,23,-23
finny-linux-arm64,0.0.0-dev-202605121617,170155585,0,0,0.0,0,0
@pstdio/cli-win-x64,0.14.0,144129932,0,0,0.0,0,0
asherah-linux-arm64-gnu,4.0.48,277630514,0,0,0.0,0,0
@reclaimprotocol/zk-fetch,1.0.0,138718517,1,12,0.9231,13,-11
humancode-linux-x64,0.0.33,157117578,0,0,0.0,0,0
@involvex/prompt-enhancer,0.0.10,117837294,0,42,1.0,42,-42
@plot-ai/linux-x64-gnu,0.0.9,140230972,0,0,0.0,0,0
node-dev-x,4.0.0,145216892,0,0,0.0,0,0
@tdb/ui.grid,0.0.6,620328723,0,7,1.0,7,-7
@randomlabs/slate-windows-x64-baseline,1.0.29,137868958,0,0,0.0,0,0
@dreamwalk-os/react-native-apollo-template,1.3.0,493426319,0,1,1.0,1,-1
react-native-paper-time-duration,0.2.1227,283647536,0,26,1.0,26,-26
@material-symbols-svg/svelte,0.6.0,331858855,0,8,1.0,8,-8
@synonymdev/react-native-ldk,0.0.163,267476010,1,14,0.9333,15,-13
@cyber-wysiwyg/richtexteditor,1.0.15,305935393,1,0,0.0,1,1
node-source-han-sans-k,1.1.0-2.001R,205489622,0,0,0.0,0,0
termeet-cli-linux-x64,0.1.16,195803122,0,0,0.0,0,0
@molybden-apps/molybden-linux-x64-debug,1.7.1,864390600,1,0,0.0,1,1
@michaloleniacz/vscode-web,0.0.14,508995484,0,16,1.0,16,-16
xiansakana-blog-img,1.0.14,152777186,0,0,0.0,0,0
@openim/electron-client-sdk,3.8.3-patch.10,127744453,0,27,1.0,27,-27
@lloyal-labs/lloyal.node-linux-arm64-vulkan,2.1.1,205241983,0,0,0.0,0,0
chrome-devtools-built,1.20253003.0,434463877,0,0,0.0,0,0
@aaif/goose-binary-linux-x64,0.20.1,281541446,0,0,0.0,0,0
@mcpmesh/tsuite-linux-arm64,0.5.4,122024580,0,0,0.0,0,0
gulp-letters,3.0.0-rc.9,154689390,2,15,0.8824,17,-13
react-native-cq-short-video,1.1.0,290111307,0,0,0.0,0,0
@ironsoftware/ironpdf-engine-windows-x86,2026.5.1,312819881,1,2,0.6667,3,-1
@connext/smart-contracts,2.4.0,189133279,2,48,0.96,50,-46
webmeter-client-v2,1.2.86-69-35-doris,211881012,0,74,1.0,74,-74
crawclaw,2026.5.3,80761002,0,76,1.0,76,-76
cordage-enterprise,1.2.15,134052952,1,81,0.9878,82,-80
my-rn-ads,3.0.1,373791868,0,0,0.0,0,0
@fathym-it/daedalos,0.0.16,187518091,0,0,0.0,0,0
jadetam-dotfiles,3.6.0,154546156,0,1,1.0,1,-1
finny-windows-arm64,0.0.0-dev-202605121617,179971201,0,0,0.0,0,0
react-native-agoraio,2.2.1,149826291,0,0,0.0,0,0
@comapeo/nodejs-mobile-react-native,18.20.4-2,376741127,0,5,1.0,5,-5
@mcpmesh/tsuite-darwin-x64,0.5.4,127374937,0,0,0.0,0,0
@toolkit-cli/toolkode-windows-arm64,4.15.0,159613060,0,0,0.0,0,0
@sheetxl/sheet-mui,0.1.89,159136698,0,19,1.0,19,-19
@dharmaprotocol/contracts,0.1.24,160894512,2,45,0.9574,47,-43
cordova-plugin-hybridrtc,1.0.4,278481203,0,0,0.0,0,0
@plot-ai/linux-arm64-gnu,0.0.9,132779072,0,0,0.0,0,0
lambinator,0.24.4,163076408,0,16,1.0,16,-16
fixparser-plugin-cli,9.4.7,121641231,0,5,1.0,5,-5
dota2-fork,7.1.4,291317413,0,10,1.0,10,-10
@mcpmesh/tsuite-darwin-arm64,0.5.4,123472683,0,0,0.0,0,0
deskrpg,2026.4.9-3,143181277,0,37,1.0,37,-37
zego-express-engine-electron-private,3.23.2-49609.1267,132891564,0,0,0.0,0,0
@gocodingnow/rn-better-boilerplate,0.0.13,270193863,0,7,1.0,7,-7
@hytopia.com/assets,0.4.11,177409140,0,0,0.0,0,0
iiif-annotator,0.6.0,187631320,0,16,1.0,16,-16
jscenekit,0.5.2,294097657,1,30,0.9677,31,-29
@gocodingnow/rn-native-base-boilerplate,0.0.8,399340439,0,7,1.0,7,-7
live2d-models-storage,0.0.6,237573082,0,2,1.0,2,-2
@material-symbols-svg/react-native,0.6.0,325992429,0,14,1.0,14,-14
@mida-design/react-native-component,0.0.13,148731765,0,7,1.0,7,-7
tibet,6.0.1,256748893,0,94,1.0,94,-94
@teunlao/code-consolidator,0.13.0,220414285,0,34,1.0,34,-34
verde-app-darwin-arm64,0.1.60,340212425,0,0,0.0,0,0
aether-slm-framework,1.1.2,260121,0,11,1.0,11,-11
yt-dlp-static,1.0.6,170117207,1,0,0.0,1,1
solvebio-dash-components,0.6.7,198805850,0,29,1.0,29,-29
@pikabohenkeai/explorer,1.3.6,352460899,0,0,0.0,0,0
inst_cityksno,2.35749.11,334994808,0,2,1.0,2,-2
@tts_openapi_devmcp/tts-openapi-dev-mcp-test,0.1.2,215524433,0,0,0.0,0,0
@cvr/stacked,0.9.0,104123851,0,13,1.0,13,-13
@2pi-network/js-sdk,0.2.0-beta.33,116102548,0,10,1.0,10,-10
versuno-cli-windows-x64,0.3.1,118001436,0,0,0.0,0,0
senapt-tomato,8.4.0,125708537,0,2,1.0,2,-2
capacitor-mapbox,0.0.48,429287283,0,16,1.0,16,-16
react-native-heremaps-bridge,0.0.10,141695819,0,4,1.0,4,-4
asherah-linux-arm64-musl,4.0.48,286652251,0,0,0.0,0,0
calvin-network-tools,3.0.7,158658707,0,20,1.0,20,-20
web3.eth.js,1.8.4,206911899,0,58,1.0,58,-58
@amazon-sumerian-hosts/three,2.0.6,170116067,0,1,1.0,1,-1
cordova-plugin-scanplate,2.3.0,289698785,0,0,0.0,0,0
aurelia-syncfusion-bridge,22.0.1,143494076,0,58,1.0,58,-58
font6pro,6.7.1,297236176,0,0,0.0,0,0
@synsci/cli-linux-x64-musl,1.1.122,330103289,0,0,0.0,0,0
ts-reference-ci-scripts,1.0.51,232323643,0,28,1.0,28,-28
echarts-china-cities-js,0.1.4,361101871,2,8,0.8,10,-6
vibecanvas-linux-x64,0.3.1,117845508,0,0,0.0,0,0
@lloyal-labs/lloyal.node-linux-arm64-cuda,2.1.1,337472283,0,0,0.0,0,0
dope-rn-nmap,0.0.12,791338394,0,13,1.0,13,-13
ffmpeg-helper,0.1.2,469922711,2,2,0.5,4,0
@matthewbonig/rds-tools,2.1.0,158137664,0,28,1.0,28,-28
native-browser-deps-linux,0.0.8,145471909,1,2,0.6667,3,-1
react-igmweb,1.2.18,162364400,0,30,1.0,30,-30
@promakeai/dbcli,2.3.0,351374275,0,7,1.0,7,-7
@babylonjs/react-native-basekit-windows-0-70,1.8.6,736419505,0,18,1.0,18,-18
retypeapp-darwin-arm64,4.5.3,156307111,0,0,0.0,0,0
com.spellboundar.audio-tools,1.0.3,358880167,0,0,0.0,0,0
@oven/zig-linux-x64,0.12.0-dev.1286,331765284,0,0,0.0,0,0
@things-factory/scene-urdf,4.3.815,146913923,0,4,1.0,4,-4
@silicogenai/silicogen-cli-linux-x64-baseline-musl,1.0.202,125083312,0,0,0.0,0,0
gitduck,0.1.1,278604372,0,0,0.0,0,0
react-native-component-library-template-demo,1.0.0,396193307,0,9,1.0,9,-9
@dolthub/commit-graph,2.4.1,347177697,0,32,1.0,32,-32
cowork-os,0.5.46,314316629,0,74,1.0,74,-74
@molybden-apps/molybden-darwin-arm64-debug,1.7.1,954416817,1,0,0.0,1,1
ailtire,0.30.0,143206505,0,23,1.0,23,-23
@xdh/my,4.2.16,163834275,3,59,0.9516,62,-56
aglint,0.1.7,123200352,0,40,1.0,40,-40
@dragon-den/drapkg,0.5.0-b6,134986738,0,3,1.0,3,-3
treky-cli,1.1.15,154403495,0,0,0.0,0,0
@sapphi-red/dtln-web,0.1.4,141408249,0,16,1.0,16,-16
@elsa-workflows/elsa-studio-wasm-react,3.7.0-rc1,124002724,0,23,1.0,23,-23
focalors,1.1.0,653431903,0,8,1.0,8,-8
com.hikky.heliodorlib,16.6.0,184333588,0,0,0.0,0,0
dicomweb-proxy,2.2.1,214614873,0,29,1.0,29,-29
wink-embeddings-sg-100d,1.1.0,307307612,0,0,0.0,0,0
react-native-onfido-sdk,0.0.7,505555250,0,0,0.0,0,0
foxpay-native-module,1.0.6,231331011,0,20,1.0,20,-20
minecraft-scripting-starters,0.0.9,147669626,0,5,1.0,5,-5
calibration,1.0.1,292852351,0,0,0.0,0,0
react-offline-map,0.3.0,156130381,0,9,1.0,9,-9
cookie987-assets,1.11.8,174642865,0,0,0.0,0,0
@socialedge/generator-verint-sdk,1.1.1,174816358,0,10,1.0,10,-10
ding-blogdemo,1.0.11,188783500,0,0,0.0,0,0
shuvcode-linux-x64-baseline-musl,1.2.27-4,132845627,0,0,0.0,0,0
@songxin/opencode-linux-x64,1.2.27-sx.7,176212438,0,0,0.0,0,0
sumi-fonts,1.2.6,337881602,0,5,1.0,5,-5
cmcts-c-agent-embedding-hoaphat,1.0.0,144507896,0,62,1.0,62,-62
prisma-slug,1.0.0-beta.1,152673140,0,24,1.0,24,-24
cputil-node,0.6.6,145526257,0,12,1.0,12,-12
@silicogenai/silicogen-cli-linux-x64-musl,1.0.202,125619879,0,0,0.0,0,0
gg.easy.airship,0.1.2226,128093487,0,11,1.0,11,-11
postgresql-dist-darwin-x64,15.6.0-8,332759879,1,0,0.0,1,1
paraview-glance,4.17.1,172950914,1,34,0.9714,35,-33
@ngcloudsec/cdxgen-plugins-bin,0.3.0,158949552,0,0,0.0,0,0
aikaclaw,2026.4.14,178427711,0,69,1.0,69,-69
@zk-kit/semaphore-artifacts,4.13.0,170928598,0,0,0.0,0,0
@gabrieleroncolato/emception-core,1.1.27,155037541,0,1,1.0,1,-1
@wiggumdev/ralph-windows-x64,0.1.14,120087727,0,0,0.0,0,0
@jonbrennecke/react-native-camera,1.0.78-alpha.8,136675265,0,35,1.0,35,-35
@dxos/cli-linux-arm64,0.0.0,198854924,0,0,0.0,0,0
bdk-rn,0.30.0,581917697,2,19,0.9048,21,-17
opengit-linux-x64-baseline,1.0.7,117426341,0,0,0.0,0,0
@maktubbet/sdk,8.0.23,208378230,0,22,1.0,22,-22
cadviewer-conversion-server,1.5.3,267995414,0,2,1.0,2,-2
com.wikitude.phonegap.wikitudeplugin,9.10.0,150354148,0,0,0.0,0,0
@extjs/sencha-cmd-macos-jre,6.6.0,115913034,0,1,1.0,1,-1
guide4you,3.4.0,195611099,2,26,0.9286,28,-24
@silicogenai/silicogen-cli-windows-x64-baseline,1.0.202,143369868,0,0,0.0,0,0
@silicogenai/silicogen-cli-linux-x64-baseline,1.0.202,129912559,0,0,0.0,0,0
@harang-jennie/nextjs-starter,2.6.0,132895156,0,36,1.0,36,-36
manual-html,1.0.11,128120382,0,11,1.0,11,-11
obs-studio-node-secondary,0.11.0,513550178,0,20,1.0,20,-20
@licensespring/node-sdk,1.4.16,126140393,0,33,1.0,33,-33
@dxos/cli-darwin-arm64,0.8.3-test-publish,158248338,0,0,0.0,0,0
@cdktn/provider-datadog,15.1.0,353074873,0,18,1.0,18,-18
@silicogenai/silicogen-cli-linux-arm64-musl,1.0.202,124610923,0,0,0.0,0,0
@extjs/sencha-cmd-linux-32,6.6.0,168484811,0,1,1.0,1,-1
specmem-hardwicksoftware,3.7.70,129806029,1,46,0.9787,47,-45
@dragon-den/install-jdk-11,0.0.4,193731418,0,0,0.0,0,0
@runanywhere/onnx,0.18.1,286869146,0,3,1.0,3,-3
react-native-bd-asr,0.1.8,245322877,0,19,1.0,19,-19
@rlmartin-projen/cdktf-project,8.0.0,413234060,2,28,0.9333,30,-26
@fentest/comps,1.0.8,258141291,0,63,1.0,63,-63
@atrvd/onsteroids,0.12.0,249561250,0,49,1.0,49,-49
@fxyyf-test/react-native-harmony,0.72.23-3,140517353,0,20,1.0,20,-20
@dxos/cli-win32-x64,0.0.0,214367668,0,0,0.0,0,0
react-native-microscope,1.1.3,378158459,0,1,1.0,1,-1
nextpnr,0.5.2,398404248,0,9,1.0,9,-9
@songxin/opencode-darwin-arm64,1.3.13-sx.8,141685372,0,0,0.0,0,0
react-native-zcash,0.10.7,129442077,1,32,0.9697,33,-31
@cyberstrike-io/cyberstrike-linux-x64-baseline-musl,1.1.13,152605952,0,0,0.0,0,0
postgresql-dist-darwin-arm64,15.6.0-8,332759883,1,0,0.0,1,1
@yuf1011/openclaw,2026.5.8,87933868,0,84,1.0,84,-84
tsbinddotnet,3.3.0,248001089,0,0,0.0,0,0
@fhir-typescript/r4-core,0.0.12-beta.18,175564642,1,7,0.875,8,-6
@synsci/cli-linux-arm64-musl,1.1.122,329129207,0,0,0.0,0,0
pb-ngx-toast,3.5.2,169695410,0,46,1.0,46,-46
@plot-ai/win32-x64-msvc,0.0.9,148333118,0,0,0.0,0,0
waspcode-ai,0.1.11,178476790,0,109,1.0,109,-109
dolphin888,1.5.1,757661348,2,15,0.8824,17,-13
shuvcode-linux-x64-baseline,1.2.27-4,141152194,0,0,0.0,0,0
@rocketsoftware/icons-angular,1.0.0,176805941,0,13,1.0,13,-13
react-native-opencv3,1.0.8,155294351,2,0,0.0,2,2
@ai-apps/angular,2.153.0,158316792,0,6,1.0,6,-6
react-native-light-color-picker,1.0.0-rc.8,369516756,0,22,1.0,22,-22
cesium-alpha-sdk,1.1.30,119624583,0,10,1.0,10,-10
shuvcode-linux-x64,1.2.27-4,141152185,0,0,0.0,0,0
@logo-rn/template,0.0.4,461890948,0,0,0.0,0,0
opengit-linux-arm64,1.0.7,117959868,0,0,0.0,0,0
@inkline/icons,1.5.4,317867286,0,52,1.0,52,-52
@cyberstrike-io/cyberstrike-linux-x64-musl,1.1.13,153081079,0,0,0.0,0,0
shuvcode-linux-x64-musl,1.2.27-4,132845618,0,0,0.0,0,0
eslint-plugin-barrel-boundary,1.0.3,566533105,0,13,1.0,13,-13
shuvcode-windows-x64,1.2.27-4,148463315,0,0,0.0,0,0
@kenkaiii/n8n-nodes-supercode,1.6.2,338799604,0,78,1.0,78,-78
@milaboratories/tengo-tester,1.6.4,121077661,2,4,0.6667,6,-2
@gvol/components,0.2.12,552740126,0,26,1.0,26,-26
@eternaltwin/dinorpg_animations,1.0.8,121084255,0,14,1.0,14,-14
@internxt/rn-crypto,0.1.15,142938974,0,20,1.0,20,-20
@cyberstrike-io/cyberstrike-linux-x64-baseline,1.1.13,160117895,0,0,0.0,0,0
@crypto-frontmatter/eip155-1-erc20,0.2.6,150356802,0,2,1.0,2,-2
@silicogenai/silicogen-cli-windows-x64,1.0.202,144043139,0,0,0.0,0,0
cstiedr,1.5.2,750527293,0,2,1.0,2,-2
node-geogebra,1.3.2,119279344,0,3,1.0,3,-3
keepix-plugin-smart-node-build,0.0.31,475515689,0,0,0.0,0,0
react-native-alpha-scroll-flat-list-haptic,1.0.5,382854154,0,2,1.0,2,-2
@jchinkle/react-arborist,3.0.7,132956788,0,16,1.0,16,-16
@runanywhere/llamacpp,0.18.1,154004021,0,3,1.0,3,-3
cordova-plugin-jitsi-meet,0.5.6,124311906,0,0,0.0,0,0
xp.network,4.4.3,161993642,0,64,1.0,64,-64
react-able-player,4.1.0,150410891,0,11,1.0,11,-11
opengit-windows-x64-baseline,1.0.7,130030998,0,0,0.0,0,0
weblab15apr-cli-oreo,1.0.0,140309095,0,1,1.0,1,-1
quadsystems-data-test,1.0.1,120979827,0,10,1.0,10,-10
sssrpbp,1.3.2,581801896,0,7,1.0,7,-7
moorhen,0.22.7,133730426,0,103,1.0,103,-103
@glomex/glomex-dialog,3.0.6,564928550,0,4,1.0,4,-4
react-native-native-toast-library123,1.0.6,298925374,0,44,1.0,44,-44
@cwrc/leafwriter,4.2.0,215884452,0,93,1.0,93,-93
generator-dgp-web-aspnetcore,6.0.2,204761472,0,15,1.0,15,-15
hubble-react-native,0.1.17,116440021,0,21,1.0,21,-21
solid-iconify,0.0.5,693778666,2,0,0.0,2,2
@herdwatch/sentry-cordova,1.6.5,213851093,0,25,1.0,25,-25
hypha-core,0.20.86,369232044,0,42,1.0,42,-42
react-native-arabic-numbers,1.0.1,217306229,0,1,1.0,1,-1
@gnolang/gnonative,4.9.1,538563504,0,8,1.0,8,-8
my-app-firebase-plugin,3.0.4,304034043,0,0,0.0,0,0
zodtyping,1.2.0,137621681,0,36,1.0,36,-36
longport-linux-x64-gnu,3.0.23,208350067,0,0,0.0,0,0
@microblink/platform-sdk,1.9.0,171612901,0,38,1.0,38,-38
t1-spatialite,0.2.1,141655631,0,0,0.0,0,0
summer-mvc,2.1.5,128361718,0,18,1.0,18,-18
geojson-cn,0.2.5,204413001,2,5,0.7143,7,-3
bun-webkit-linux-amd64-lto,0.0.1-f8aa36d4737faee92bd2d1e337a2fd01a5437c61,178537383,1,0,0.0,1,1
@offline-protocol/mesh-sdk,0.10.0,186905672,0,3,1.0,3,-3
io.magicave.solid-unity,0.10.11,421713157,0,2,1.0,2,-2
rer3d-map,2.0.0,517792047,0,49,1.0,49,-49
@acentera/node,0.0.86,122279650,1,2,0.6667,3,-1
cloudify-ui-components,2.42.5,116273771,0,85,1.0,85,-85
inertialrush-game-test,0.1.11,143520394,0,10,1.0,10,-10
bun-webkit-linux-arm64-lto,0.0.1-f8aa36d4737faee92bd2d1e337a2fd01a5437c61,177017005,1,0,0.0,1,1
@three-em/node,0.3.25,145227815,3,5,0.625,8,-2
@molybden-apps/molybden-darwin-x64-debug,1.7.1,972667483,1,0,0.0,1,1
amazon-sumerian-hosts-polly-optimized,1.3.4,177488692,0,31,1.0,31,-31
@cromwell/admin-panel,3.0.4,442901329,1,145,0.9932,146,-144
@wiggumdev/ralph-windows-x64-baseline,0.1.14,119654072,0,0,0.0,0,0
opengit-linux-x64,1.0.7,118294684,0,0,0.0,0,0
retypeapp-win-x64,4.5.3,148996819,0,0,0.0,0,0
@unomed/react-native-matrix-sdk,0.9.1,194828351,0,24,1.0,24,-24
bun-webkit-linux-arm64,0.0.1-f8aa36d4737faee92bd2d1e337a2fd01a5437c61,135330681,1,0,0.0,1,1
secure-file-sharing-office-addin,1.3.11,240244079,0,84,1.0,84,-84
react-native-android-toast,1.4.0,372483637,0,4,1.0,4,-4
kd-zf-cli,0.0.85,387127347,0,10,1.0,10,-10
react-viro-sw,2.23.6,288058919,0,7,1.0,7,-7
bun-webkit-macos-arm64-lto,0.0.1-f8aa36d4737faee92bd2d1e337a2fd01a5437c61,117302427,1,0,0.0,1,1
react-native-stockfish-chess-engine,0.1.5,310203152,0,19,1.0,19,-19
meva-app-plugin-firebase,1.0.10,304044812,0,0,0.0,0,0
node-java-fhir-validator,1.1.0,158667383,0,7,1.0,7,-7
react-offline-map-2,0.2.7,145464844,0,10,1.0,10,-10
@coinbase/waas-sdk-react-native,2.0.3,327380636,0,20,1.0,20,-20
@rayova/cdk-serverless-nextjs,0.1.42,168205832,0,32,1.0,32,-32
shuvcode-windows-x64-baseline,1.2.27-4,148463324,0,0,0.0,0,0
shuvcode-linux-arm64-musl,1.2.27-4,131376206,0,0,0.0,0,0
embedpdf-snippet-i18n,2.14.0-1,166973086,0,64,1.0,64,-64
@fugood/react-native-skia,0.1.0-test3,334259914,0,23,1.0,23,-23
opengit-windows-x64,1.0.7,130689933,0,0,0.0,0,0
